CODIGO,DESCRIPCION,CALIDAD,COLOR,PRECIO_1,PRECIO_2
W0029-COG,P SMART 2019,COG S/M,NEGRO,$152.00,$138.00
W0029-COF,P SMART 2019,ORIG COF S/M,NEGRO,$225.00,$204.00
W0023+F,P20 LITE,ORIG C/M(BOUTIQUE),NEGRO,$312.00,$283.00
W0023,P20 LITE/ANE LX3,INCELL S/M,NEGRO,$157.00,$142.00
W0202+F,P20 PRO,OLED C/M(BOUTIQUE),NEGRO,$657.00,$597.00
W0202,P20 PRO,COG S/M,NEGRO,$348.00,$317.00
W0035,P30,OLED S/M,NEGRO,$499.00,$454.00
W0022,P30,INCELL S/M,NEGRO,$189.00,$171.00
W0333-COG,P30 LITE,COG S/M,NEGRO,$165.00,$150.00
W0333+F,P30 LITE,ORIG C/M(BOUTIQUE),NEGRO,$288.00,$261.00
W0333-COF,P30 LITE,ORIG COF S/M,NEGRO,$226.00,$205.00
02352PJP,P30 LITE(128G),ORIG C/M C/PILAS,AZUL,$410.00,$380.00
W0030,P30 PRO,OLED S/M,NEGRO,"$1,042.00",$946.00
W0P30PIN,P30PRO,INCELL S/M,NEGRO,$262.00,$240.00
W0040-COG,P40 LITE,COG S/M,NEGRO,$173.00,$157.00
W0040+F,P40 LITE,ORIG C/M(BOUTIQUE),NEGRO,$273.00,$248.00
W0040-COF,P40 LITE,ORIG COF S/M,NEGRO,$222.00,$201.00
W0600+F,Y6 2018,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
W0600,Y6 2018,ORIG S/M,NEGRO,$168.00,$152.00
W0069+F,Y6 2019,ORIG C/M(BOUTIQUE),NEGRO,$191.00,$173.00
W0069,Y6 2019/Y6S/HONOR 8A,ORIG S/M,NEGRO,$140.00,$127.00
W6000-COF,Y6P/HONOR9A/10E/HONOR9S PRIME,COF S/M,NEGRO,$148.00,$134.00
W6000-COG,Y6P/HONOR9A/10E/HONOR9S PRIME,COG S/M,NEGRO,$158.00,$143.00
W6000+F,Y6P/HONOR9A/HONOR9S PRIME,ORIG C/M(BOUTIQUE),NEGRO,$267.00,$242.00
W0178+F,Y7 2018,ORIG C/M(BOUTIQUE),NEGRO,$173.00,$157.00
W0718,Y7 2018,ORIG S/M,NEGRO,$156.00,$142.00
W0777+F,Y7 2019,ORIG C/M(BOUTIQUE),NEGRO,$245.00,$225.00
W0777,Y7 2019,ORIG S/M,NEGRO,$152.00,$138.00
W0045+F,Y7A,ORIG C/M(BOUTIQUE),NEGRO,$290.00,$263.00
W0045,Y7A/P SMART 2021/HONOR 10X LITE,ORIG S/M,NEGRO,$152.00,$138.00
W0027+F,Y7P,ORIG C/M(BOUTIQUE),NEGRO,$220.00,$199.00
W0027,Y7P/P40 LITE E,ORIG S/M,NEGRO,$167.00,$151.00
W0808+F,Y8P,INCELL C/M(BOUTIQUE),NEGRO,$258.00,$234.00
W0808,Y8P/Honor 20 lite,INCELL S/M,NEGRO,$209.00,$190.00
W0019-COG,Y9 2019/Y8S,COG S/M,NEGRO,$157.00,$142.00
W0019+F,Y9 2019/Y8S,ORIG C/M(BOUTIQUE),NEGRO,$365.00,$330.00
W0019-COF,Y9 2019/Y8S,ORIG COF S/M,NEGRO,$222.00,$201.00
W0007+F,Y9 PRIME,ORIG C/M(BOUTIQUE),NEGRO,$365.00,$330.00
W0007-COG,Y9 PRIME,COG S/M,NEGRO,$152.00,$138.00
W0007-COF,Y9 PRIME,ORIG COF S/M,NEGRO,$225.00,$204.00
W0009-COG,Y9A,COG S/M,NEGRO,$157.00,$142.00
W0009+F,Y9A,ORIG C/M(BOUTIQUE),NEGRO,$350.00,$318.00
W0009-COF,Y9A,ORIG COF S/M,NEGRO,$225.00,$204.00
W0006+F/A,Y9S,ORIG C/M(BOUTIQUE),AZUL,$299.00,$271.00
W0006-COG+F,Y9S,COG C/M(BOUTIQUE),NEGRO,$270.00,$250.00
W0006+F,Y9S,ORIG C/M(BOUTIQUE),NEGRO,$285.00,$259.00
W0006-COF,Y9S/HONOR 9X,ORIG COF S/M,NEGRO,$225.00,$204.00
W0006-COG,Y9S/HONOR 9X,COG S/M,NEGRO,$152.00,$138.00
INFINIX,,,,,
IN030,HOT30/NOTE30 4G,INCELL S/M,NEGRO,$185.00,$168.00
X0065+F,X6515/Smart 7,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
X0065,X6515/SMART 7,ORIG S/M,NEGRO,$165.00,$150.00
X0669+F,X669,ORIG C/M(BOUTIQUE),NEGRO,$238.00,$216.00
X0669,X669/HOT 30i,ORIG S/M,NEGRO,$176.00,$160.00
X0678+F,X678B/NOTE30 PRO,ORIG C/M(BOUTIQUE),NEGRO,$302.00,$274.00
X0678,X678B/NOTE30 PRO,ORIG S/M,NEGRO,$268.00,$234.00
X0687B,X678B/NOTE30PRO,ORIG S/M,NEGRO,$572.00,$520.00
X0031,X6831/HOT 30,ORIG S/M,NEGRO,$228.00,$206.00
X0031+F,X6831/HOT30,ORIG C/M(BOUTIQUE),NEGRO,$320.00,$290.00
X0011+F,X6833/Note30,ORIG C/M(BOUTIQUE),NEGRO,$264.00,$240.00
X06856,X6851/X6850/ Note40pro 5G/X6860/ Zero40,ORIG S/M,NEGRO,$669.00,$608.00
X0688,X688/HOT10 PLAY,ORIG S/M,NEGRO,$210.00,$190.00
IPHONE,,,,,
V0015-B,6G,AAA S/M,BLANCO,$130.00,$118.00
V0015-N,6G,AAA S/M,NEGRO,$125.00,$113.00
V003,6S PLUS,AAA S/M,NEGRO,$145.00,$131.00
V004-B,7G,AAA,BLANCO,$140.00,$128.00
V004-N,7G,AAA,NEGRO,$143.00,$130.00
V005-B,7PLUS,AAA,BLANCO,$155.00,$140.00
V005-N,7PLUS,AAA,NEGRO,$155.00,$140.00
V0092-B,8G/SE 2020,AAA S/M,BLANCO,$146.00,$133.00
V0092-N,8G/SE 2020,AAA S/M,NEGRO,$142.00,$129.00
V0091-B,8PLUS,AAA,BLANCO,$168.00,$152.00
V0091-N,8PLUS,AAA,NEGRO,$157.00,$142.00
JKI-FHD0600-H3,JK X14,FHD S/M,NEGRO,$325.00,$295.00
JKI-HD0580-Z2,MS XS,INCELL HD+ S/M,NEGRO,$180.00,$163.00
PPW58100,X,HG HG FHD INCELL COG S/M,NEGRO,$197.00,$179.00
V0011,X,INCELL S/M,NEGRO,$209.00,$190.00
I014-F,X,HG FHD S/M(BOUTIQUE),NEGRO,$225.00,$204.00
V0037,X,HD INCELL S/M,NEGRO,$208.00,$190.00
X OLED,X,OLED S/M(BOUTIQUE),NEGRO,$482.00,$438.00
X INCELL,X,CARTAN INCELL S/M,NEGRO,$252.00,$230.00
LF-X-F,X (MOVIL IC),HG OLED COF S/M(BOUTIQUE),NEGRO,$482.00,$438.00
PPW61111,X11(MOVIL IC),HG HG FHD INCELL COG S/M,NEGRO,$203.00,$184.00
I023-F,X11(MOVIL IC),HG FHD+ ORIG S/M(BOUTIQUE),NEGRO,$273.00,$248.00
X11PRO MAX OLED-I,C X11PRO MAX (MOVIL IC),OLED S/M,NEGRO,$778.00,$707.00
PPW65115,X11PRO MAX(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$241.00,$219.00
I019,X11PRO MAX(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$315.00,$285.00
PPW58112,X11PRO(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$237.00,$215.00
LF-11P-F,X11PRO(MOVIL IC),HG OLED COF S/M(BOUTIQUE),NEGRO,$501.00,$455.00
I018,X11PRO(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$275.00,$250.00
X11PRO OLED-IC,X11PRO(MOVIL IC),OLED S/M(BOUTIQUE),NEGRO,$630.00,$570.00
X12PRO OLED-IC,X12/12PRO,OLED S/M(MOVIL IC),NEGRO,$724.00,$658.00
V0034,X12/12PRO,CARTAN INCELL S/M,NEGRO,$249.00,$226.00
LF-12P-F,X12/12PRO (MOVIL IC),"HG OLED COF S/M(ORIG
BOUTIQUE)",NEGRO,$665.00,$604.00
PPW61122,X12/12PRO(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$241.00,$219.00
I021-F,X12/12PRO(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$275.00,$250.00
X12PRO INCELL-IC,X12/12PRO(MOVIL IC),INCELL S/M(BOUTIQUE),NEGRO,$428.00,$387.00
PPW55121,X12mini,HG INCELL S/M,NEGRO,$225.00,$240.00
LF-6712PM-F,X12PRO MAX,HG SOFT OLED(ORIG BOUTIQUE),NEGRO,$960.00,$845.00
DD662A01F-D,X12PRO MAX-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,238.00","$1,125.00"
PPW67125,X12PRO MAX(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$282.00,$256.00
V0031,X12PRO MAX(MOVIL IC),INCELL S/M,NEGRO,$294.00,$267.00
DD662A01F,X12PRO MAX(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$960.00,$845.00
I022,X12PRO MAX(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$350.00,$318.00
V0040,X13 PRO,INCELL+ S/M(MOVIL IC),NEGRO,$385.00,$350.00
DD604B01F-D,X13-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,072.00",$975.00
V0027,X13(MOVIL IC),INCELL S/M,NEGRO,$294.00,$267.00
DD604B01F,X13(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$875.00,$795.00
I024-F,X13(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$329.00,$299.00
PPW55131,X13mini,HG INCELL S/M,NEGRO,$273.00,$248.00
RF-6713PM-F,X13PRO MAX,HG SOFT OLED(ORIG BOUTIQUE),NEGRO,$966.00,$878.00
V0029,X13PRO MAX CARTAN,INCELL S/M(MOVIL IC),NEGRO,$385.00,$350.00
DD666B01F-D,X13PRO MAX-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,360.00","$1,235.00"
DD666B01F,X13PRO MAX(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$940.00,$855.00
I028-A,X13PRO MAX(MOVIL IC),"HG FHD+COF 120HZ
S/M(BOUTIQUE)",NEGRO,$633.00,$575.00
I028,X13PRO MAX(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$633.00,$575.00
DD604B02F-D,X13PRO-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,150.00","$1,022.00"
DD604B02F,X13PRO(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$985.00,$895.00
I027-F,X13PRO(MOVIL IC),"HG FHD+120HZ COF
S/M(BOUTIQUE)",NEGRO,$385.00,$350.00
I027,X13PRO(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$385.00,$350.00
V0030,X14,INCELL+ S/M(MOVIL IC),NEGRO,$318.00,$289.00
14-H,X14 (MOVIL IC),HG FHD INCELL COG S/M (B),NEGRO,$337.00,$306.00
V0022,X14 (MOVIL IC),CARTAN HARD OLED S/M,NEGRO,$755.00,$685.00
V0X14,X14 PRO,INCELL+ S/M(MOVIL IC),NEGRO,$398.00,$361.00
DD604B03F-D,X14-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,032.00",$938.00
DD609B01F,X14(MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,460.00","$1,320.00"
DD604B03F,X14(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$875.00,$795.00
I029,X14(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$418.00,$380.00
DD666B02F,X14PLUS(MOVIL IC),DD-SOFT OLED S/M,NEGRO,$935.00,$850.00
I031,X14PLUS(MOVIL IC),HG FHD S/M(BOUTIQUE),NEGRO,$452.00,$410.00
DD609B02F,X14PRO (MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,080.00",$982.00
14PRO -H,X14PRO (MOVIL IC)- 120HZ,HG FHD INCELL COG S/M (B),NEGRO,$385.00,$350.00
RF-6714PM-F,X14PRO MAX,HG SOFT OLED(ORIG BOUTIQUE),NEGRO,"$1,240.00","$1,125.00"
DD668B01F,X14PRO MAX (MOVIL IC),DD-SOFT OLED S/M,NEGRO,$996.00,$905.00
V0042,X14PRO MAX CARTAN,INCELL S/M(MOVIL IC),NEGRO,$464.00,$421.00
DD668B01F-D,X14PRO MAX-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,250.00","$1,136.00"
14PROMAX-H,X14PRO MAX(MOVIL IC),HG FHD INCELL 120HZ COG S/M,NEGRO,$483.00,$439.00
I032-F,X14PRO MAX(MOVIL IC),"HG FHD+ COF 120HZ
S/M(BOUTIQUE)",NEGRO,$846.00,$769.00
DD609B02F-D,X14PRO-(Diagnostico),"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,358.00","$1,230.00"
RF-6114P-F,X14PRO(MOVIL IC),HG SOFT OLED S/M,NEGRO,"$1,192.00","$1,082.00"
I030-F,X14PRO(MOVIL IC),"HG FHD+ COF 120HZ
S/M(BOUTIQUE)",NEGRO,$548.00,$498.00
V0045,X15,INCELL+ S/M(MOVIL IC),NEGRO,$350.00,$318.00
V0049,X15 (MOVIL IC),CARTAN HARD OLED S/M,NEGRO,"$1,490.00","$1,350.00"
V0047,X15 PLUS(MOVIL IC),INCELL S/M,NEGRO,$392.00,$355.00
V0046,X15 PRO,INCELL+ S/M(MOVIL IC),NEGRO,$415.00,$377.00
PPW61150,X15(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$350.00,$318.00
I035,X15(MOVIL IC),HG FHD COF S/M(BOUTIQUE),NEGRO,$435.00,$395.00
X15 OLED-IC,X15(MOVIL IC),AMOLED S/M,NEGRO,"$2,130.00","$1,930.00"
DD668B03F,X15PLUS(MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,488.00","$1,348.00"
DD609B03F-D,X15PRO,"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,817.00","$1,652.00"
I034-A,X15PRO,"HG FHD+ COF 120HZ
S/M(BOUTIQUE)",NEGRO,$603.00,$548.00
I034,X15PRO,HG FHD S/M(BOUTIQUE),NEGRO,$597.00,$542.00
DD609B03F,X15PRO (MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,106.00","$1,005.00"
DD668B02F-D,X15PRO MAX,"DD-SOFT OLED S/M
(Diagnostico)",NEGRO,"$1,778.00","$1,615.00"
RF-6715PM-F,X15PRO MAX,HG SOFT OLED(ORIG BOUTIQUE),NEGRO,"$1,248.00","$1,132.00"
DD668B02F,X15PRO MAX (MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,020.00",$927.00
V0048,X15PRO MAX CARTAN,INCELL S/M(MOVIL IC),NEGRO,$468.00,$425.00
I033-F,X15PRO MAX(MOVIL IC),"HG FHD+ COF 120HZ
S/M(BOUTIQUE)",NEGRO,$899.00,$817.00
RF-6115P-F,X15PRO(MOVIL IC),HG SOFT OLED S/M(BOUTIQUE),NEGRO,"$1,163.00","$1,148.00"
V0IP16IN,X16,INCELL+ S/M(MOVIL IC),NEGRO,$408.00,$361.00
V0IP16PSIN,X16 PLUS(MOVIL IC),INCELL S/M,NEGRO,$512.00,$465.00
V0IP16PMIN,X16 PRO MAX CARTAN,INCELL S/M(MOVIL IC),NEGRO,$828.00,$752.00
PPW61160,X16(MOVIL IC),HG FHD INCELL COG S/M,NEGRO,$395.00,$358.00
DD609B04F,X16(MOVIL IC),DD-SOFT OLED S/M,NEGRO,"$1,488.00","$1,348.00"
I036,X16(MOVIL IC),HG FHD COF S/M(BOUTIQUE),NEGRO,$707.00,$642.00
I037-F,X16PRO MAX(MOVIL IC),"HG FHD+ COF 120HZ
S/M(BOUTIQUE)",NEGRO,$845.00,$768.00
DD677A01F,X16PRO MAX(MOVIL IC),DD-HARD OLED S/M,NEGRO,"$2,400.00","$2,180.00"
I038-F,X16PRO(MOVIL IC),HG FHD INCELL+ COF 120HZ S/M,NEGRO,$816.00,$742.00
DD619A01F,X16PRO(MOVIL IC),DD-HARD OLED S/M,NEGRO,"$2,058.00","$1,868.00"
PPW61102,XR,HG FHD INCELL COG S/M,NEGRO,$203.00,$184.00
I016-F,XR,HG FHD+ ORIG S/M(BOUTIQUE),NEGRO,$273.00,$248.00
PPW58101,XS,HG FHD INCELL COG S/M,NEGRO,$201.00,$182.00
V0012,XS,INCELL S/M,NEGRO,$209.00,$190.00
I015,XS,HG FHD S/M(BOUTIQUE),NEGRO,$229.00,$208.00
V0038,XS,HD INCELL S/M,NEGRO,$169.00,$159.00
XS INCELL,XS,INCELL S/M,NEGRO,$250.00,$228.00
XS OLED,XS,OLED S/M(BOUTIQUE),NEGRO,$476.00,$432.00
LF-XS-F,XS (MOVIL IC),HG OLED COF S/M(BOUTIQUE),NEGRO,$524.00,$476.00
PPW65105,XS MAX,HG FHD INCELL COG S/M,NEGRO,$234.00,$212.00
I017-F,XS MAX,HG FHD S/M(BOUTIQUE),NEGRO,$285.00,$259.00
XS MAX OLED,XS MAX,OLED S/M(BOUTIQUE),NEGRO,$702.00,$638.00
LG,,,,,
H0777,K22,ORIG S/M,NEGRO,$172.00,$156.00
H0512,K41S,ORIG S/M,NEGRO,$153.00,$139.00
H0422,K42/K52/K62,ORIG S/M,NEGRO,$178.00,$161.00
H0909,K50,ORIG S/M,NEGRO,$184.00,$167.00
H0551,K51,ORIG S/M,NEGRO,$162.00,$147.00
H0998,K51S,ORIG S/M,NEGRO,$161.00,$146.00
MOTO,,,,,
F1313,E13,ORIG S/M,NEGRO,$140.00,$127.00
EF013,E13,HG HG ORIG S/M(BOUTIQUE),NEGRO,$162.00,$147.00
F0024,E14/G04/G04S/G24/G24 POWER,ORIG S/M,NEGRO,$157.00,$142.00
F0127+F,E20,ORIG C/M (BOUTIQUE),NEGRO,$197.00,$179.00
MO073 WF,E20,HG ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
F0127,E20/XT2155,ORIG S/M,NEGRO,$143.00,$130.00
MO073,E20/XT2155,HG ORIG S/M(BOUTIQUE),NEGRO,$161.00,$146.00
F6011+F,E22,ORIG C/M(BOUTIQUE),NEGRO,$193.00,$175.00
MO092 WF,E22,HG ORIG C/M (BOUTIQUE),NEGRO,$217.00,$197.00
F6011,E22/E22i,ORIG S/M,NEGRO,$140.00,$127.00
MO092,E22/E22i,HG ORIG S/M(BOUTIQUE),NEGRO,$143.00,$130.00
F1414,E30/E40,ORIG S/M,NEGRO,$158.00,$143.00
F1414+F,E30/E40,ORIG C/M(BOUTIQUE),NEGRO,$200.00,$182.00
MO074,E30/E40,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
MO074 WF,E30/E40,HG ORIG C/M(BOUTIQUE),NEGRO,$229.00,$208.00
